Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Region,City,State,Product Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Product Rating
ORD-2023-2798,2023-02-05,2023-02-10,CUST-4808,Customer 575,Consumer,Central,Phoenix,Arizona,Furniture,Bookcases,Standing Desk,112.69,2,0.14,5.03,85.74,2.8
ORD-2023-2799,2023-02-11,2023-02-13,CUST-8198,Customer 165,Home Office,East,Chicago,Illinois,Technology,Phones,Office Chair,893.68,3,0.22,44.5,80.42,3.3
ORD-2023-2800,2023-11-02,2023-11-08,CUST-3046,Customer 141,Consumer,Central,New York,New York,Furniture,Bookcases,Binder Pack,1815.5,3,0.23,232.38,25.08,4.5
ORD-2023-2801,2023-05-03,2023-05-06,CUST-8228,Customer 578,Corporate,Central,Phoenix,Arizona,Technology,Copiers,iPhone 13,668.31,4,0.11,146.84,55.33,1.8
ORD-2023-2802,2023-12-08,2023-12-10,CUST-6783,Customer 224,Home Office,South,Houston,Texas,Technology,Copiers,Desk Lamp,1433.37,3,0.29,191.35,9.67,2.9
ORD-2023-2803,2023-06-28,2023-06-30,CUST-6217,Customer 638,Consumer,Central,Phoenix,Arizona,Office Supplies,Paper,Binder Pack,893.31,4,0.08,185.62,83.54,1.6
ORD-2023-2804,2023-02-09,2023-02-10,CUST-8677,Customer 421,Home Office,Central,Chicago,Illinois,Technology,Accessories,Standing Desk,549.19,2,0.06,123.23,89.72,2.3
ORD-2023-2805,2023-06-24,2023-06-29,CUST-1558,Customer 110,Consumer,West,Houston,Texas,Furniture,Chairs,iPhone 13,1281.34,1,0.21,223.43,27.37,3.2
ORD-2023-2806,2023-02-04,2023-02-09,CUST-3039,Customer 628,Consumer,Central,New York,New York,Office Supplies,Art,Desk Lamp,815.91,4,0.15,89.8,29.73,1.8
ORD-2023-2807,2023-08-25,2023-08-29,CUST-5905,Customer 74,Home Office,South,Phoenix,Arizona,Furniture,Chairs,Binder Pack,1282.78,3,0.28,128.15,66.83,1.1
ORD-2023-2808,2023-06-15,2023-06-20,CUST-5122,Customer 83,Consumer,Central,Chicago,Illinois,Technology,Phones,Binder Pack,1193.12,1,0.16,226.77,44.72,1.7
ORD-2023-2809,2023-10-20,2023-10-21,CUST-3242,Customer 231,Home Office,Central,Houston,Texas,Furniture,Tables,Office Chair,1569.59,3,0.13,255.4,19.54,4.3
ORD-2023-2810,2023-08-20,2023-08-24,CUST-2611,Customer 567,Home Office,East,Los Angeles,California,Furniture,Chairs,iPhone 13,1360.68,4,0.27,54.2,99.14,3.5
ORD-2023-2811,2023-05-14,2023-05-15,CUST-4038,Customer 767,Home Office,South,Houston,Texas,Furniture,Chairs,Office Chair,1649.19,4,0.22,75.59,13.4,3.6
ORD-2023-2812,2023-03-01,2023-03-07,CUST-4757,Customer 784,Consumer,South,Houston,Texas,Office Supplies,Paper,Laser Printer,856.64,3,0.21,77.53,36.74,4.6
ORD-2023-2813,2023-03-19,2023-03-24,CUST-7276,Customer 822,Consumer,West,Los Angeles,California,Office Supplies,Paper,Office Chair,576.29,2,0.3,49.63,25.66,4.4
ORD-2023-2814,2023-01-26,2023-01-30,CUST-7463,Customer 495,Home Office,East,Houston,Texas,Furniture,Tables,Office Chair,1776.98,4,0.01,211.17,67.44,2.4
ORD-2023-2815,2023-07-30,2023-08-03,CUST-2790,Customer 652,Home Office,East,New York,New York,Office Supplies,Paper,Binder Pack,122.95,2,0.15,11.81,61.58,2.1
ORD-2023-2816,2023-09-06,2023-09-11,CUST-4218,Customer 156,Consumer,West,Los Angeles,California,Office Supplies,Art,Laser Printer,1840.14,4,0.2,194.88,61.46,1.4
ORD-2023-2817,2023-04-29,2023-05-03,CUST-1053,Customer 540,Consumer,Central,Houston,Texas,Office Supplies,Art,Desk Lamp,873.3,4,0.1,193.03,6.49,2.0
ORD-2023-2818,2023-08-15,2023-08-21,CUST-1416,Customer 492,Corporate,South,Los Angeles,California,Furniture,Bookcases,Laser Printer,1059.15,3,0.29,106.19,98.08,1.5
ORD-2023-2819,2023-02-23,2023-02-28,CUST-7289,Customer 249,Corporate,East,Phoenix,Arizona,Office Supplies,Art,Standing Desk,363.67,2,0.21,39.71,90.09,4.5
ORD-2023-2820,2023-11-20,2023-11-24,CUST-4160,Customer 151,Corporate,West,New York,New York,Technology,Copiers,Office Chair,1685.97,1,0.03,187.11,40.22,1.9
ORD-2023-2821,2023-10-19,2023-10-21,CUST-7631,Customer 699,Corporate,West,Chicago,Illinois,Office Supplies,Paper,Desk Lamp,1593.69,3,0.11,96.59,86.26,4.4
ORD-2023-2822,2023-08-09,2023-08-13,CUST-4958,Customer 988,Consumer,South,New York,New York,Furniture,Tables,iPhone 13,672.84,4,0.2,36.86,83.53,4.8
ORD-2023-2823,2023-03-30,2023-04-05,CUST-9155,Customer 261,Corporate,West,Chicago,Illinois,Furniture,Bookcases,Standing Desk,1614.41,3,0.22,297.33,67.79,2.8
ORD-2023-2824,2023-06-11,2023-06-16,CUST-8867,Customer 850,Home Office,South,Los Angeles,California,Office Supplies,Paper,Desk Lamp,1892.16,2,0.24,334.12,90.53,2.4
ORD-2023-2825,2023-11-02,2023-11-08,CUST-5013,Customer 40,Corporate,South,Chicago,Illinois,Furniture,Tables,Standing Desk,1680.18,1,0.29,182.82,28.16,3.7
ORD-2023-2826,2023-03-25,2023-03-31,CUST-9463,Customer 22,Corporate,West,Los Angeles,California,Office Supplies,Art,Binder Pack,248.34,2,0.04,34.4,36.06,4.8
ORD-2023-2827,2023-10-03,2023-10-08,CUST-6669,Customer 129,Corporate,West,Houston,Texas,Furniture,Bookcases,Office Chair,1613.73,2,0.11,282.21,61.94,1.0
ORD-2023-2828,2023-10-10,2023-10-16,CUST-9984,Customer 347,Consumer,Central,Phoenix,Arizona,Technology,Accessories,Binder Pack,967.28,2,0.22,64.11,37.44,1.5
ORD-2023-2829,2023-09-01,2023-09-03,CUST-3599,Customer 171,Consumer,Central,New York,New York,Office Supplies,Binders,iPhone 13,327.62,4,0.12,25.61,55.77,2.8
ORD-2023-2830,2023-01-21,2023-01-23,CUST-5876,Customer 787,Consumer,South,Chicago,Illinois,Technology,Copiers,iPhone 13,296.23,4,0.07,51.57,87.63,2.4
ORD-2023-2831,2023-12-08,2023-12-12,CUST-9323,Customer 485,Consumer,East,Los Angeles,California,Technology,Accessories,iPhone 13,1380.33,4,0.26,69.36,55.2,2.9
ORD-2023-2832,2023-02-20,2023-02-26,CUST-7458,Customer 794,Corporate,South,New York,New York,Office Supplies,Art,Standing Desk,1010.32,3,0.25,64.73,56.17,3.6
ORD-2023-2833,2023-03-29,2023-04-04,CUST-4384,Customer 892,Corporate,East,Chicago,Illinois,Furniture,Chairs,Laser Printer,1428.04,1,0.03,198.93,68.52,1.6
ORD-2023-2834,2023-09-13,2023-09-14,CUST-6528,Customer 450,Consumer,South,Chicago,Illinois,Technology,Phones,Desk Lamp,1558.31,2,0.03,372.92,27.39,3.1
ORD-2023-2835,2023-07-03,2023-07-05,CUST-5598,Customer 560,Home Office,West,New York,New York,Furniture,Chairs,Laser Printer,806.33,2,0.26,63.88,22.44,4.9
ORD-2023-2836,2023-06-18,2023-06-24,CUST-9142,Customer 909,Consumer,East,Phoenix,Arizona,Office Supplies,Binders,Binder Pack,484.07,1,0.13,94.62,69.15,4.3
ORD-2023-2837,2023-12-30,2024-01-02,CUST-8610,Customer 911,Home Office,West,Chicago,Illinois,Office Supplies,Binders,Office Chair,765.51,1,0.27,117.49,29.37,2.8
ORD-2023-2838,2023-11-08,2023-11-10,CUST-4943,Customer 402,Corporate,East,Houston,Texas,Furniture,Tables,Binder Pack,1294.07,4,0.19,201.22,87.51,4.4
ORD-2023-2839,2023-05-26,2023-05-31,CUST-3235,Customer 386,Consumer,Central,New York,New York,Office Supplies,Binders,Standing Desk,1572.13,2,0.26,261.65,71.51,2.8
ORD-2023-2840,2023-12-30,2024-01-01,CUST-8311,Customer 558,Home Office,South,Chicago,Illinois,Furniture,Tables,iPhone 13,737.7,1,0.13,101.32,69.69,3.1
ORD-2023-2841,2023-04-14,2023-04-17,CUST-9779,Customer 427,Corporate,East,Los Angeles,California,Technology,Phones,Desk Lamp,523.33,3,0.22,91.19,88.36,2.7
ORD-2023-2842,2023-09-17,2023-09-18,CUST-2027,Customer 187,Corporate,East,Houston,Texas,Office Supplies,Binders,Desk Lamp,523.48,3,0.04,66.09,21.18,2.6
ORD-2023-2843,2023-02-17,2023-02-20,CUST-7613,Customer 996,Corporate,South,Chicago,Illinois,Furniture,Tables,Desk Lamp,1633.14,2,0.29,96.99,51.33,1.8
ORD-2023-2844,2023-08-30,2023-09-05,CUST-4887,Customer 213,Home Office,South,Chicago,Illinois,Office Supplies,Binders,Binder Pack,1850.53,3,0.18,219.72,76.99,4.3
ORD-2023-2845,2023-02-16,2023-02-17,CUST-2823,Customer 906,Home Office,South,New York,New York,Office Supplies,Paper,Laser Printer,1579.35,3,0.26,217.26,99.55,2.1
ORD-2023-2846,2023-03-18,2023-03-24,CUST-7593,Customer 578,Home Office,Central,New York,New York,Furniture,Bookcases,iPhone 13,763.18,4,0.2,33.41,85.75,3.4
ORD-2023-2847,2023-01-22,2023-01-27,CUST-2762,Customer 172,Corporate,South,Chicago,Illinois,Furniture,Tables,iPhone 13,1848.27,1,0.13,231.63,44.33,3.1
ORD-2023-2848,2023-05-20,2023-05-23,CUST-8191,Customer 875,Home Office,West,New York,New York,Office Supplies,Art,Desk Lamp,1166.21,3,0.29,90.44,63.98,4.3
ORD-2023-2849,2023-04-19,2023-04-25,CUST-1319,Customer 613,Home Office,East,Phoenix,Arizona,Furniture,Tables,Standing Desk,938.97,4,0.18,183.59,57.98,3.0
ORD-2023-2850,2023-08-09,2023-08-14,CUST-3598,Customer 594,Home Office,Central,Houston,Texas,Technology,Accessories,Standing Desk,556.12,1,0.03,67.49,20.1,4.4
ORD-2023-2851,2023-01-17,2023-01-20,CUST-8146,Customer 855,Consumer,West,New York,New York,Furniture,Bookcases,Desk Lamp,1344.95,4,0.12,73.94,49.69,3.2
ORD-2023-2852,2023-12-04,2023-12-08,CUST-3933,Customer 179,Consumer,South,Los Angeles,California,Technology,Copiers,Binder Pack,763.48,1,0.07,113.78,80.08,1.0
ORD-2023-2853,2023-11-21,2023-11-25,CUST-6773,Customer 616,Home Office,East,Los Angeles,California,Office Supplies,Binders,Standing Desk,1431.36,2,0.14,136.55,43.14,3.2
ORD-2023-2854,2023-05-26,2023-05-27,CUST-3456,Customer 396,Home Office,West,Phoenix,Arizona,Technology,Copiers,iPhone 13,1425.77,1,0.01,127.71,95.81,1.3
ORD-2023-2855,2023-08-06,2023-08-10,CUST-1938,Customer 421,Consumer,Central,Chicago,Illinois,Furniture,Chairs,Office Chair,344.84,1,0.08,36.91,79.36,3.2
ORD-2023-2856,2023-08-31,2023-09-03,CUST-2955,Customer 138,Home Office,South,New York,New York,Furniture,Chairs,iPhone 13,125.41,2,0.29,17.36,60.41,3.8
ORD-2023-2857,2023-10-23,2023-10-25,CUST-6342,Customer 607,Corporate,East,Los Angeles,California,Office Supplies,Art,Standing Desk,1193.22,2,0.09,100.18,91.55,1.7
ORD-2023-2858,2023-12-17,2023-12-22,CUST-5269,Customer 296,Corporate,East,Chicago,Illinois,Technology,Copiers,Laser Printer,742.93,4,0.08,44.16,20.8,4.0
ORD-2023-2859,2023-06-20,2023-06-25,CUST-3780,Customer 705,Consumer,West,Phoenix,Arizona,Technology,Phones,Office Chair,876.57,3,0.06,202.65,21.18,1.3
ORD-2023-2860,2023-09-04,2023-09-06,CUST-8065,Customer 362,Home Office,South,Houston,Texas,Furniture,Chairs,Standing Desk,1092.9,4,0.0,60.49,60.12,4.9
ORD-2023-2861,2023-07-14,2023-07-17,CUST-6251,Customer 853,Home Office,West,Houston,Texas,Technology,Accessories,iPhone 13,321.24,2,0.19,45.21,67.94,4.5
ORD-2023-2862,2023-01-13,2023-01-16,CUST-2053,Customer 186,Home Office,West,New York,New York,Technology,Copiers,Binder Pack,1520.02,1,0.25,168.62,55.37,3.3
ORD-2023-2863,2023-04-14,2023-04-15,CUST-8892,Customer 394,Consumer,West,Houston,Texas,Technology,Phones,Laser Printer,241.35,2,0.24,38.44,5.54,1.8
ORD-2023-2864,2023-08-23,2023-08-28,CUST-2555,Customer 802,Consumer,West,Chicago,Illinois,Office Supplies,Binders,Standing Desk,962.45,3,0.13,43.15,81.01,4.8
ORD-2023-2865,2023-05-26,2023-05-29,CUST-7648,Customer 143,Corporate,Central,Chicago,Illinois,Technology,Copiers,Office Chair,1930.27,3,0.29,280.5,49.78,4.6
ORD-2023-2866,2023-02-26,2023-03-02,CUST-4553,Customer 16,Corporate,East,New York,New York,Technology,Accessories,Laser Printer,1647.14,3,0.25,175.99,36.69,1.7
ORD-2023-2867,2023-04-21,2023-04-24,CUST-5490,Customer 211,Consumer,West,Chicago,Illinois,Office Supplies,Art,iPhone 13,811.42,1,0.12,166.18,96.31,4.0
ORD-2023-2868,2023-02-27,2023-03-02,CUST-4723,Customer 444,Corporate,South,Houston,Texas,Furniture,Tables,Office Chair,881.66,1,0.23,122.92,22.96,4.9
ORD-2023-2869,2023-02-24,2023-02-28,CUST-1392,Customer 253,Consumer,East,Phoenix,Arizona,Furniture,Chairs,iPhone 13,1005.74,3,0.16,193.07,9.92,4.5
ORD-2023-2870,2023-02-20,2023-02-24,CUST-1437,Customer 663,Consumer,Central,Los Angeles,California,Office Supplies,Art,Standing Desk,1243.09,4,0.27,181.23,32.5,1.5
ORD-2023-2871,2023-10-17,2023-10-18,CUST-6416,Customer 735,Corporate,South,Chicago,Illinois,Furniture,Chairs,Binder Pack,1269.84,3,0.03,173.04,46.76,4.9
ORD-2023-2872,2023-07-21,2023-07-22,CUST-1533,Customer 40,Consumer,Central,Phoenix,Arizona,Technology,Phones,Office Chair,1738.17,2,0.18,216.12,26.64,4.3
ORD-2023-2873,2023-02-14,2023-02-19,CUST-6777,Customer 656,Consumer,Central,Houston,Texas,Technology,Accessories,iPhone 13,1608.08,4,0.15,291.35,83.82,4.9
ORD-2023-2874,2023-08-28,2023-09-02,CUST-2987,Customer 480,Consumer,Central,Phoenix,Arizona,Office Supplies,Binders,Binder Pack,1903.12,2,0.26,85.05,44.84,4.7
ORD-2023-2875,2023-02-06,2023-02-07,CUST-5682,Customer 187,Home Office,West,Phoenix,Arizona,Technology,Phones,Standing Desk,1934.72,1,0.2,326.34,84.91,2.0
ORD-2023-2876,2023-03-08,2023-03-13,CUST-2591,Customer 79,Consumer,Central,New York,New York,Office Supplies,Paper,Laser Printer,477.09,2,0.26,46.38,20.89,4.2
ORD-2023-2877,2023-02-20,2023-02-21,CUST-4192,Customer 66,Consumer,South,Los Angeles,California,Furniture,Bookcases,Office Chair,752.06,3,0.02,134.04,71.23,2.1
ORD-2023-2878,2023-09-29,2023-10-05,CUST-7205,Customer 52,Consumer,South,Los Angeles,California,Furniture,Tables,Standing Desk,845.62,4,0.28,55.8,84.89,1.4
ORD-2023-2879,2023-11-27,2023-12-01,CUST-2329,Customer 41,Home Office,West,Chicago,Illinois,Office Supplies,Paper,Laser Printer,172.75,4,0.24,24.47,79.07,3.9
ORD-2023-2880,2023-11-11,2023-11-15,CUST-7713,Customer 217,Consumer,West,New York,New York,Technology,Accessories,Laser Printer,393.95,1,0.22,57.25,9.21,3.0
ORD-2023-2881,2023-12-27,2023-12-29,CUST-8910,Customer 957,Home Office,East,New York,New York,Furniture,Bookcases,Binder Pack,614.39,2,0.19,92.36,55.47,2.1
ORD-2023-2882,2023-04-11,2023-04-16,CUST-9735,Customer 921,Home Office,East,New York,New York,Furniture,Chairs,Laser Printer,673.84,1,0.16,100.94,60.84,2.1
ORD-2023-2883,2023-05-19,2023-05-25,CUST-3205,Customer 513,Corporate,Central,Chicago,Illinois,Office Supplies,Art,Desk Lamp,1323.34,4,0.06,161.99,96.89,2.1
ORD-2023-2884,2023-05-27,2023-06-01,CUST-9006,Customer 219,Home Office,West,Chicago,Illinois,Technology,Copiers,iPhone 13,1416.9,1,0.24,267.56,93.92,1.2
ORD-2023-2885,2023-09-17,2023-09-22,CUST-6377,Customer 101,Consumer,South,Phoenix,Arizona,Office Supplies,Binders,Standing Desk,1756.28,4,0.25,79.3,55.85,3.6
ORD-2023-2886,2023-01-17,2023-01-21,CUST-3744,Customer 981,Home Office,Central,Houston,Texas,Furniture,Chairs,Standing Desk,788.14,4,0.24,62.16,30.49,4.8
ORD-2023-2887,2023-07-15,2023-07-16,CUST-6106,Customer 84,Home Office,East,Houston,Texas,Office Supplies,Binders,Laser Printer,667.31,1,0.1,63.26,40.29,3.2
ORD-2023-2888,2023-10-05,2023-10-06,CUST-7386,Customer 419,Corporate,East,Houston,Texas,Office Supplies,Art,Office Chair,141.23,1,0.17,12.84,94.3,1.4
ORD-2023-2889,2023-04-23,2023-04-24,CUST-3203,Customer 303,Home Office,Central,Chicago,Illinois,Furniture,Chairs,Laser Printer,1472.93,4,0.29,131.89,48.68,3.0
ORD-2023-2890,2023-12-27,2023-12-30,CUST-4870,Customer 265,Home Office,South,Phoenix,Arizona,Furniture,Chairs,Laser Printer,1109.1,4,0.24,93.31,77.68,3.0
ORD-2023-2891,2023-11-14,2023-11-19,CUST-4184,Customer 148,Home Office,East,Los Angeles,California,Office Supplies,Paper,Desk Lamp,626.8,3,0.28,33.12,22.68,3.2
ORD-2023-2892,2023-12-13,2023-12-19,CUST-8290,Customer 989,Home Office,West,Phoenix,Arizona,Office Supplies,Binders,Office Chair,1349.36,2,0.03,314.24,61.65,1.4
ORD-2023-2893,2023-04-05,2023-04-07,CUST-4453,Customer 494,Corporate,Central,New York,New York,Office Supplies,Paper,Standing Desk,590.25,3,0.07,108.8,45.42,2.5
ORD-2023-2894,2023-08-13,2023-08-16,CUST-9605,Customer 546,Consumer,South,New York,New York,Furniture,Bookcases,Laser Printer,391.94,3,0.03,21.43,40.73,4.8
ORD-2023-2895,2023-06-07,2023-06-12,CUST-9668,Customer 675,Home Office,South,New York,New York,Office Supplies,Binders,Standing Desk,243.41,2,0.07,42.58,30.08,4.8
ORD-2023-2896,2023-07-07,2023-07-12,CUST-4184,Customer 550,Consumer,West,Phoenix,Arizona,Furniture,Chairs,Office Chair,1528.3,4,0.25,199.56,55.23,3.9
ORD-2023-2897,2023-09-24,2023-09-26,CUST-2222,Customer 313,Consumer,East,Houston,Texas,Technology,Accessories,Office Chair,767.44,1,0.23,97.76,81.5,2.7
ORD-2023-2898,2023-11-04,2023-11-09,CUST-2258,Customer 452,Home Office,East,Los Angeles,California,Furniture,Bookcases,Binder Pack,1743.44,1,0.11,261.18,77.13,1.8
ORD-2023-2899,2023-06-25,2023-06-29,CUST-5446,Customer 671,Home Office,South,New York,New York,Technology,Phones,Standing Desk,1977.95,4,0.23,151.83,69.69,1.5
ORD-2023-2900,2023-04-11,2023-04-14,CUST-5668,Customer 332,Corporate,East,Houston,Texas,Office Supplies,Paper,Desk Lamp,57.48,4,0.17,2.73,57.45,1.5
ORD-2023-2901,2023-10-04,2023-10-09,CUST-3894,Customer 590,Home Office,Central,Phoenix,Arizona,Technology,Phones,Laser Printer,710.54,3,0.01,83.12,55.12,2.3
ORD-2023-2902,2023-05-19,2023-05-24,CUST-6620,Customer 853,Home Office,Central,Los Angeles,California,Furniture,Tables,Office Chair,1663.42,4,0.16,234.74,84.47,1.5
ORD-2023-2903,2023-09-23,2023-09-25,CUST-1102,Customer 515,Consumer,West,New York,New York,Office Supplies,Binders,iPhone 13,1093.2,4,0.03,136.74,50.42,3.7
ORD-2023-2904,2023-01-06,2023-01-08,CUST-4225,Customer 48,Corporate,West,Los Angeles,California,Furniture,Bookcases,Office Chair,144.52,1,0.15,16.14,99.73,2.7
ORD-2023-2905,2023-08-01,2023-08-06,CUST-8700,Customer 921,Corporate,South,Los Angeles,California,Technology,Accessories,Laser Printer,1248.53,3,0.21,232.18,33.03,3.6
ORD-2023-2906,2023-03-04,2023-03-07,CUST-8206,Customer 148,Corporate,East,Phoenix,Arizona,Furniture,Bookcases,Office Chair,968.11,2,0.23,65.42,51.38,2.4
ORD-2023-2907,2023-09-27,2023-10-01,CUST-5111,Customer 750,Home Office,East,Phoenix,Arizona,Furniture,Bookcases,Office Chair,1718.02,1,0.12,214.24,70.41,4.5
ORD-2023-2908,2023-05-29,2023-06-03,CUST-8535,Customer 539,Corporate,South,Los Angeles,California,Office Supplies,Paper,Laser Printer,94.71,2,0.03,6.7,9.59,1.8
ORD-2023-2909,2023-08-19,2023-08-21,CUST-5076,Customer 450,Home Office,Central,New York,New York,Furniture,Chairs,Standing Desk,935.37,3,0.26,79.82,62.63,1.0
ORD-2023-2910,2023-04-25,2023-04-29,CUST-5980,Customer 290,Consumer,South,Houston,Texas,Furniture,Tables,Laser Printer,1093.42,3,0.06,185.05,59.14,1.3
ORD-2023-2911,2023-10-03,2023-10-07,CUST-7140,Customer 895,Consumer,West,Houston,Texas,Technology,Phones,Office Chair,79.12,4,0.13,4.26,77.75,1.7
ORD-2023-2912,2023-03-13,2023-03-17,CUST-8609,Customer 693,Home Office,West,Los Angeles,California,Technology,Accessories,Binder Pack,1302.78,3,0.02,106.21,18.06,3.4
ORD-2023-2913,2023-05-05,2023-05-06,CUST-2448,Customer 601,Home Office,West,Chicago,Illinois,Technology,Phones,Laser Printer,561.22,3,0.24,50.53,87.33,4.9
ORD-2023-2914,2023-08-05,2023-08-06,CUST-9802,Customer 75,Home Office,South,New York,New York,Office Supplies,Art,Desk Lamp,520.75,2,0.05,107.22,74.86,3.2
ORD-2023-2915,2023-02-15,2023-02-17,CUST-1794,Customer 875,Corporate,West,Los Angeles,California,Office Supplies,Binders,Office Chair,440.26,3,0.01,64.09,75.46,4.9
ORD-2023-2916,2023-09-08,2023-09-11,CUST-9905,Customer 123,Corporate,South,Los Angeles,California,Office Supplies,Binders,Office Chair,1532.07,3,0.07,110.73,80.86,4.6
ORD-2023-2917,2023-09-09,2023-09-14,CUST-3316,Customer 886,Corporate,East,New York,New York,Furniture,Chairs,Binder Pack,1370.85,1,0.05,163.39,68.06,2.4
ORD-2023-2918,2023-04-29,2023-05-05,CUST-9838,Customer 372,Consumer,East,Los Angeles,California,Office Supplies,Art,Desk Lamp,444.93,1,0.21,49.18,46.56,4.6
ORD-2023-2919,2023-10-31,2023-11-01,CUST-7857,Customer 17,Corporate,South,Los Angeles,California,Furniture,Chairs,iPhone 13,53.53,3,0.09,4.48,54.42,5.0
ORD-2023-2920,2023-04-12,2023-04-13,CUST-4433,Customer 151,Consumer,West,Los Angeles,California,Office Supplies,Binders,Office Chair,1651.43,1,0.28,100.2,88.93,2.8
ORD-2023-2921,2023-07-19,2023-07-21,CUST-5826,Customer 153,Corporate,West,Phoenix,Arizona,Furniture,Tables,Desk Lamp,280.12,4,0.29,18.48,57.78,4.8
ORD-2023-2922,2023-12-24,2023-12-27,CUST-6835,Customer 929,Consumer,South,Los Angeles,California,Office Supplies,Art,Binder Pack,1051.41,4,0.08,134.6,51.68,4.4
ORD-2023-2923,2023-09-27,2023-09-28,CUST-6040,Customer 818,Consumer,Central,Phoenix,Arizona,Furniture,Tables,Laser Printer,857.14,3,0.2,84.85,41.21,4.7
ORD-2023-2924,2023-05-24,2023-05-28,CUST-1234,Customer 449,Home Office,Central,Los Angeles,California,Office Supplies,Binders,Binder Pack,934.61,2,0.29,125.13,45.33,1.1
ORD-2023-2925,2023-01-30,2023-02-04,CUST-7463,Customer 567,Consumer,East,Chicago,Illinois,Technology,Accessories,Office Chair,1043.98,4,0.22,160.02,63.79,4.4
ORD-2023-2926,2023-06-14,2023-06-18,CUST-1344,Customer 68,Consumer,East,Chicago,Illinois,Furniture,Bookcases,Standing Desk,944.38,1,0.14,67.13,9.28,4.0
ORD-2023-2927,2023-11-13,2023-11-16,CUST-4891,Customer 363,Corporate,East,Houston,Texas,Technology,Copiers,Desk Lamp,923.64,1,0.07,66.6,65.82,4.4
ORD-2023-2928,2023-03-23,2023-03-25,CUST-1175,Customer 336,Home Office,West,Phoenix,Arizona,Office Supplies,Art,Desk Lamp,1035.11,1,0.29,39.3,68.95,3.8
ORD-2023-2929,2023-01-07,2023-01-09,CUST-4387,Customer 388,Home Office,West,Houston,Texas,Furniture,Bookcases,Laser Printer,1232.39,1,0.23,214.9,50.03,1.5
ORD-2023-2930,2023-04-20,2023-04-23,CUST-2804,Customer 287,Consumer,South,New York,New York,Furniture,Tables,Desk Lamp,73.93,2,0.13,8.83,54.27,1.5
ORD-2023-2931,2023-12-04,2023-12-05,CUST-3843,Customer 669,Corporate,Central,New York,New York,Furniture,Bookcases,Desk Lamp,60.4,2,0.1,8.39,77.92,2.7
ORD-2023-2932,2023-12-31,2024-01-05,CUST-9589,Customer 796,Home Office,Central,Houston,Texas,Furniture,Chairs,Standing Desk,1659.41,4,0.14,227.49,99.43,3.4
ORD-2023-2933,2023-08-23,2023-08-27,CUST-6926,Customer 705,Corporate,East,Chicago,Illinois,Office Supplies,Art,Standing Desk,1098.64,1,0.27,155.8,34.92,2.3
ORD-2023-2934,2023-11-03,2023-11-08,CUST-6313,Customer 809,Corporate,South,Los Angeles,California,Furniture,Chairs,Standing Desk,1983.19,4,0.28,170.63,52.4,4.9
ORD-2023-2935,2023-03-22,2023-03-24,CUST-2321,Customer 584,Home Office,South,Houston,Texas,Furniture,Tables,Laser Printer,885.42,1,0.02,124.36,6.61,3.1
ORD-2023-2936,2023-10-20,2023-10-23,CUST-9452,Customer 932,Consumer,South,New York,New York,Furniture,Tables,Laser Printer,1178.98,3,0.25,107.9,6.84,1.2
ORD-2023-2937,2023-12-24,2023-12-25,CUST-6160,Customer 496,Corporate,Central,New York,New York,Office Supplies,Art,Office Chair,62.77,3,0.0,14.06,25.22,2.9
ORD-2023-2938,2023-11-13,2023-11-17,CUST-9101,Customer 576,Home Office,East,Phoenix,Arizona,Furniture,Chairs,Laser Printer,874.94,3,0.0,208.8,68.2,1.5
ORD-2023-2939,2023-04-27,2023-04-28,CUST-9315,Customer 838,Consumer,West,Los Angeles,California,Office Supplies,Paper,iPhone 13,1968.3,4,0.15,220.67,35.13,1.1
ORD-2023-2940,2023-10-07,2023-10-09,CUST-3674,Customer 329,Home Office,West,Phoenix,Arizona,Furniture,Chairs,iPhone 13,465.4,3,0.03,72.95,28.45,1.8
ORD-2023-2941,2023-05-25,2023-05-28,CUST-6989,Customer 312,Corporate,South,Los Angeles,California,Office Supplies,Paper,iPhone 13,1311.39,1,0.06,65.29,28.95,4.0
ORD-2023-2942,2023-11-25,2023-11-28,CUST-8232,Customer 667,Consumer,Central,Houston,Texas,Technology,Copiers,Office Chair,1022.95,4,0.25,63.98,6.44,4.5
ORD-2023-2943,2023-06-27,2023-06-28,CUST-4061,Customer 871,Home Office,South,Houston,Texas,Furniture,Tables,Standing Desk,1344.58,2,0.09,193.1,72.6,4.1
ORD-2023-2944,2023-03-20,2023-03-23,CUST-5299,Customer 169,Corporate,Central,New York,New York,Technology,Accessories,Binder Pack,1592.26,2,0.23,285.42,7.84,4.3
ORD-2023-2945,2023-03-12,2023-03-18,CUST-3771,Customer 647,Home Office,East,Phoenix,Arizona,Office Supplies,Art,Office Chair,1038.37,1,0.01,168.39,72.78,3.3
ORD-2023-2946,2023-12-10,2023-12-14,CUST-2560,Customer 184,Home Office,Central,Los Angeles,California,Technology,Phones,iPhone 13,708.33,1,0.19,104.47,13.11,4.3
ORD-2023-2947,2023-05-06,2023-05-11,CUST-2067,Customer 748,Consumer,Central,Chicago,Illinois,Technology,Phones,iPhone 13,1226.01,2,0.25,132.52,63.48,4.2
